285;HOTEL NACI�N;KR 8 65 29 / KR 8 A 65 36;KR 8 65 29;VAL DIR;4.650114887292264;-74.06002510171173;VAL COORD
287;HOTEL ESTELAR SUITE JONES - SURCURSAL CHAPINERO ALTO;CL 61 5 39;CL 61 5 39;VAL DIR;4.64580262432589;-74.0599251619676;VAL COORD
288;APARTASUITES LOURDES LIMITADA;CL 63 15 61;CL 63 15 61;VAL DIR;4.64976532558145;-74.0662837481183;VAL COORD
289;HOTEL LOURDES 62 ;CL 62 11 15;CL 62 11 15;VAL DIR;4.64851126530907;-74.0629186519193;VAL COORD
295;HOTEL CENTRO INTERNACIONAL;KR 13 A 38 95;KR 13 A 38 95;VAL DIR;4.627376023377807;-74.06822144440747;VAL COORD
297;HOTEL CASA DANN CARLTON;CL 94 19 71;CL 94 19 71;VAL DIR;4.68091466900006;-74.05409083399991;VAL COORD
298;HOTEL ESTELAR LA FONTANA;AC 127 15 A 10;AC 127 15 A 10;VAL DIR;4.705007582292585;-74.04361828882725;VAL COORD
301;VIAGGIO VIRREY - INMOBILIRIARIA ROYAL S.A.S.;KR 18 86 A 36;KR 18 86 A 36;VAL DIR;4.672546599980407;-74.05592922358028;VAL COORD
304;HOTEL EL VIAJERO INN;CL 18 8 57 ;CL 18 8 57;VAL DIR;4.60517207926281;-74.0732001035702;VAL COORD
306;HOTEL DIAMANTE INTERNACIONAL;AC 24 40 70;AC 24 40 70;VAL DIR;4.63177376792956;-74.09324533453963;VAL COORD
308;CASA HOTEL LA ESTANCIA;KR 43 A 22 A 07;KR 43 A 22 A 07;VAL DIR;4.631446846539208;-74.09496346089865;VAL COORD
309;HOTEL ARAG�N ""EN SUCESI�N"";KR 3 12 C 13;KR 3 12 C 13;VAL DIR;4.59872386174036;-74.0701487553075;VAL COORD
311;HOTEL SAN PAOLO DI TORINO;KR 9 9 69 ;KR 9 9 69;VAL DIR;4.59903644493835;-74.0773048744511;VAL COORD
312;HOTEL LIMA;KR 4 16 65;KR 4 16 65;VAL DIR;4.60150563635107;-74.0698426221359;VAL COORD
314;HOTELES AM�RICA;CL 66 8 23 TORRE A / CL 66 8 34 TORRE B ;CL 66 8 23;VAL DIR;4.650799584482759;-74.05974245447817;VAL COORD
316;HOTEL DORANTES;CL 12 B 5 07;CL 12 B 5 07;VAL DIR;4.59883278561329;-74.0726157003996;VAL COORD
1004;APARTAMENTOS ESTELAR;CL 127 15 A 10;CL 127 15 A 10;VAL DIR;4.70432795435352;-74.0436598311391;VAL COORD
1008;APARTA ESTUDIOS ANDINO LTDA.;KR 19 A 102 09;KR 19 A 102 09;VAL DIR;4.688048272838496;-74.05284426897455;VAL COORD
1011;APARTAMENTOS GALERIAS 51;KR 30 51 34;KR 30 51 34;VAL DIR;4.64085379992114;-74.0787872672307;VAL COORD
1013;HOTEL HELICONIA SUITE;KR 9 7 29;KR 9 7 29;VAL DIR;4.595798312572202;-74.07953926525079;VAL COORD
1014;HOTEL MONTECARLO COLONIAL;CL 18 8 35;CL 18 8 35;VAL DIR;4.605031733695639;-74.07314831608;VAL COORD
1016;HOTEL SUITE DE NORMANDIA;KR 71 A 50 39;KR 71 A 50 39;VAL DIR;4.667957006992698;-74.10784055782557;VAL COORD
