137;21935;La Plaza De Andres;Calle 82 No 12  -  21;863 78 80 - ;Chapinero;www.andrescarnederes.com;CL 82 12 21;4.666390141010465;-74.05449090132512
138;22075;El CoQ;Calle 84 BIS No 14 - 02;610 80 36 - ;Chapinero;NR;CL 84 BIS 14 02;4.669176581170246;-74.05466401149232
139;22089;Marfalitos;Calle 12 No 7 - 32 Piso 4;334 19 26 - 282 39 21;Candelaria;NR;CL 12 7 32;4.599645313500862;-74.07513172711948
140;22096;Hamburguesas el Corral Torre Cuzesar;Avenida Calle 116 No 7 - 15 Interior 2;NR;Usaquen;www.elcorral.com;AC 116 7 15;4.69364778036101;-74.0335834766166
141;22109;Papa Jhons Pepe Sierra;Calle 116 No 18 B - 40;NR;Usaquen;www.papajohns.com.co;CL 116 18 B 40;4.69862590662019;-74.0489498218991
142;22158;Restaurante Agadon;Carrera 13 No 85 - 75;742 53 99 - 742 53 97;Chapinero;NR;KR 13 85 75;4.66975680809443;-74.0534478528926
143;22207;Restaurante Casa;Carrera 13 No 85 - 24;236 37 55 - 704 46 06;Chapinero;NR;KR 13 85 24;4.669383135123889;-74.05337954352753
144;22306;Brasa Roja Centro Comercial Avenida Chile;Centro Comercial 'Avenida' Chile Calle 72 No 10 -  34 Local 403 B;NR;Chapinero;labrasaroja.com;CL 72 10 34;4.65681404753539;-74.0578542596714
145;22431;Criterion;Calle 69 A No 5 - 75;310 13 77 - 314 293 41 92;Chapinero;www.criterion.com.co;CL 69 A 5 75;4.651671231820454;-74.05601237060739
146;22432;Bogota Beer Company;Carrera 5 No 71 - 75;742 92 92 Extension 3 Opcion 7 - ;Chapinero;www.bogotabeercompany.com;KR 5 71 75;4.65373661058354;-74.0540680569886
147;22434;Bogota Beer Company S A;Calle 116 No 16 - 78 ;742 92 92 Extension 3 Opcion 10 - ;Usaquen;www.bogotabeercompany.com;CL 116 16 78;4.69755397020789;-74.0458285690806
148;22454;Isola;Carrera 12 A No 83 - 30;530 06 78 - ;Chapinero;www.isolarestaurante.com;KR 12 A 83 30;4.667604956565646;-74.05366919474389
