134;170002;Estrellita;CL 189 B 3 A 23;CL 189 B 3 A 23;VAL DIR;4.76647397074414;-74.0240812818658;VAL COORD
135;170003;Soratama;CL 167 C 2 A 7;CL 167 C 2 A 7;VAL DIR;4.74374096801814;-74.0178883701475;VAL COORD
136;370004;La Paz;CL 23 B 1 40;CL 23 B 1 40;VAL DIR;4.6070650311323;-74.0651239719783;VAL COORD
137;270005;Lourdes;AV CARACAS 56 32;AV CARACAS 56 32;VAL DIR;4.64356089090869;-74.0655509714771;VAL COORD
138;270007;Moraci;CL 98 5 78 ESTE;CL 98 5 78 ESTE;VAL DIR;4.669788650734194;-74.02246830410267;VAL COORD
139;470008;El Triunfo;KR 3 ESTE 50 A 43 SUR;KR 3 ESTE 50 A 43 SUR;VAL DIR;4.539609530516607;-74.09771817914721;VAL COORD
140;1470010;Santa Fe;KR 15 23 27;KR 15 23 27;VAL DIR;4.61233545258623;-74.07523398281194;VAL COORD
141;370011;Ramirez;KR 1 2 B 21;KR 1 2 B 21;VAL DIR;4.587423760608741;-74.07426655775093;VAL COORD
142;370012;Aguas I y Aguas II;CL 22 0 24 ESTE;CL 22 0 24 ESTE;VAL DIR;4.604441793413194;-74.06510015877242;VAL COORD
143;370013;Perseverancia;CL 31 4 55;CL 31 4 55;VAL DIR;4.616360843654645;-74.06536156244107;VAL COORD
144;370014;Cruces II;KR 9 1 C 70;KR 9 1 C 70;VAL DIR;4.5899199371132005;-74.08269602978349;VAL COORD
145;370015;Veracruz;KR 12 20 81;KR 12 20 81;VAL DIR;4.608998098854163;-74.07352199388755;VAL COORD
146;370016;Alameda;CL 23 12 75;CL 23 12 75;VAL DIR;4.61032034529264;-74.0730180947797;VAL COORD
147;470017;Juan Rey;TV 14 ESTE 69 A 84 SUR;TV 14 ESTE 69 A 84 SUR;VAL DIR;4.521880266156646;-74.08801432555579;VAL COORD
148;470018;San Martin de Loba;DG 41 SUR 2 A 77;DG 41 SUR 2 A 77;VAL DIR;4.55408646501333;-74.1007272468997;VAL COORD
149;470019;Antioquia;TV 7 B ESTE 48 9 SUR;TV 7 B ESTE 48 9 SUR;VAL DIR;4.540848562251882;-74.09238873202777;VAL COORD
150;470020;Puente Colorado;TV 16 B ESTE 42 C 55 SUR;TV 16 B ESTE 42 C 55 SUR;VAL DIR;4.54368667174107;-74.0804904454295;VAL COORD
151;470021;Altos del Poblado;Calle 40 SUR # 11 - 0;CL 40 SUR 11 0;VAL DIR;4.56395742864323;-74.1083662994853;VAL COORD
152;470023;Veinte de Julio;KR 5 A 29 22 SUR;KR 5 A 29 22 SUR;VAL DIR;4.567446803978982;-74.09584835373217;VAL COORD
153;470024;Buenos Aires;KR 5 ESTE 8 70 SUR;KR 5 ESTE 8 70 SUR;VAL DIR;4.57473556331619;-74.0787179907555;VAL COORD
154;470025;Atenas;KR 2 ESTE 36 F 26 SUR;KR 2 ESTE 36 F 26 SUR;VAL DIR;4.55751208842636;-74.093701281279;VAL COORD
155;470026;La Joyita;KR 1 32 74 SUR;KR 1 32 74 SUR;VAL DIR;4.56025204072184;-74.0949590291543;VAL COORD
156;470027;Amapolas;KR 12 C ESTE 29 9 SUR;KR 12 C ESTE 29 9 SUR;VAL DIR;4.56138705123615;-74.0804750921217;VAL COORD
